comments,0/1
"computer generated special effects and riddle like plot which film makers apparently tried to complete with ... This has to be one of the rare times that I agree with Rotten Tomatoes' ratings. What remained from this film is lots of noise, computer generated special effects and riddle like plot which film makers apparently tried to complete  with narratives.",0
"Novel set in 17th Century Amsterdam The swirling mists ripple along the canals of Amsterdam, the echoes of voices find their way through the chilly air, footsteps clatter over the cobblestones. The city of the 1680s comes alive in the capable hands of author Jessie Burton, a finely crafted story with a motley array of interesting characters. The smell of rot, canal and fish, the cold air spiking everyday life and the slap of water in the canals evoke the echoes of footsteps past.<br /><br />Petronella Oortman arrives at her new marital home on the Herengracht in the Autumn of 1686. On arrival she is greeted by Marin, her husband’s sister and the two servants, Cornelia and Otto. On paper she may be married to Johannes Brandt but he seems to avoid her from the outset. The household’s hostile, suspicious welcome sets the tone for this eerie narrative, as she tries to settle into her new life, the wife of a wealthy merchant who travels the world in search of new merchantable goods.<br /><br />No contact, with no wedding night – it is not the marriage she envisioned. Her husband almost seems to be avoiding her. As if to make amends for his inattentions, he arrives one day with a beautifully crafted doll’s house, a miniature replica of the marital house in which they live. She looks through Smits List and finds the details of a miniaturist of whom she asks just a couple of small items so that she can start to furnish her empty cabinet. And as the items and figures begin to arrive, so do the smoke and mirrors of her life on the Herengracht, played out over just a few months, as the icy grip of Winter plays host to human foibles and machinations with dire consequences. A top novel, enjoy!",1
Five Stars Perfect gift,1
"Not Interesting This DVD has wonderful actors in it, yet it leaves much to be desired.  It's slow moving and the plot is dull.  It needed more romance, perhaps an affair would have helped it.  The dancing was lovely, but it needed to lead to other things which it did not.<br />Basically, it was boring and I was disappointed because I think Richard Gere and Jennifer Lopez are both great.",0
"call of duty Great game. Some elements are not very clear and you are led a little too much initially, but overall a fun way to waste a few minutes.",1
Three Stars good film,0
Five Stars Not a bad version of the story and great for kids,1
"Average - which for MGMT is criminal. To me, MGMT made two of the best albums of the late noughties. I've had a good go at getting into this album, but it simply lacks the quality of songs that characterised their other work. No amount of layered psychedelic production can get over the fact that they took over 3 years to come up with a very average set of tunes that lack the spark and joy of their earlier recordings.",0
"Fairly Good Techno Thriller Prey is set mainly in the Nevada desert. At a research lab, an experiment with limited intelligence, nano technology, has gone wrong. some of the nano particles have escaped into the atmosphere, and are starting to learn, adapt and multiply outside of the laboratory environment. As they become more intelligent, they start to become a threat to the scientists<br />inside their facility.<br /><br />I found this book slow moving at first. We are introduced to themain character, Jack Forman, an unemployed IT expert, and his family. His wife works at the research lab, in the desert, but the first part of the book deals mainly with Jack, and the increasingly strange behaviour of his wife. I suppose this is good from the character building point of view.<br /><br />Once, he visits the research lab, however, the book starts to get going, and the suspense starts to build, as they realise the enormity of the problem that they have on their hands, and the novel becomes a race against time, to destroy the nano particles. Overall, a fairly good read, with a few twists, but, also, very 'technical' in places.",0
"Amazing This game has kept quite for weeks now. Also it's a great game to get stuck into, and soon you just get grabbed into it. I recommend that everybody should play it.<br />It's a game you can't ESCAPE FROM!!!!!!!!!!!!!!",1
"I was recommended to get this by a friend as i have ... I was recommended to get this by a friend as i have a passing interest in Steam Punk.<br />It's just awful - not awful enough to be addictive, just awful. Tacky predictable one-liners with a tacky predictable plot.<br />The Steam Punk elements are cheap and obvious and unimaginative...<br />The racist jokes that masquerade as ant-racist jokes (because the racists are all baddies and Will Smith gives better than he gets) are just embarrassingly squirmish. I'm not being PC here, they're just naively juvenile.<br />Everyone else i know loves it. They have no taste. I give up on my friends.",0
